"sex","age","state","undocu","edyrs","income"
"Female",50,"Other","No",9,68.576
"Female",55,"California","Yes",4,60.069
"Male",47,"Other","No",11,75.596
"Female",48,"California","Yes",6,61.425
"Male",33,"Texas","No",9,65.851
"Male",56,"California","No",8,108.982
"Male",51,"Other","No",12,79.368
"Male",57,"Florida","No",10,77.325
"Male",43,"California","No",5,67.063
"Male",34,"Texas","No",11,74.807
"Male",53,"Other","Yes",5,43.252
"Male",57,"Other","No",11,77.675
"Male",51,"Other","Yes",6,43.887
"Male",62,"Other","No",15,91.178
"Male",68,"Other","No",9,65.866
"Male",59,"Other","No",11,80.342
"Female",52,"Texas","Yes",6,56.581
"Male",49,"Florida","No",9,73.408
"Male",69,"Other","No",12,79.956
"Male",64,"Other","Yes",6,46.366
"Female",40,"California","No",6,71.103
"Female",54,"California","No",7,79.149
"Female",43,"Florida","Yes",7,51.515
"Female",67,"California","No",10,88.084
"Male",55,"Other","No",12,81.543
"Male",62,"California","No",4,69.839
"Female",48,"California","No",8,90.337
"Female",45,"Other","No",14,87.815
"Male",76,"California","No",5,66.534
"Male",56,"California","No",7,78.669
"Female",55,"Florida","No",10,83.313
"Male",46,"Other","No",10,68.043
"Female",55,"California","No",5,69.472
"Female",68,"California","Yes",2,54.328
"Male",65,"California","No",11,91.144
"Male",45,"Florida","No",12,82.854
"Male",46,"Other","No",12,91.423
"Male",62,"Texas","No",12,97.235
"Male",51,"New York","No",11,90.36
"Female",47,"Texas","No",15,97.723
"Female",65,"Florida","Yes",9,59.661
"Male",43,"New York","Yes",8,63.846
"Female",43,"New York","No",9,83.712
"Male",40,"New York","No",11,87.236
"Female",55,"California","Yes",4,69.377
"Male",56,"Florida","No",11,84.628
"Male",47,"Other","No",11,72.734
"Female",50,"Texas","No",9,74.576
"Male",55,"Other","Yes",6,46.532
"Female",47,"Other","No",10,69.338
"Male",44,"Other","No",11,70.548
"Male",60,"Other","No",13,85.845
"Male",62,"Other","No",8,63.448
"Male",57,"Other","No",10,86.416
"Male",45,"Other","No",11,71.552
"Male",54,"California","No",8,82.681
"Female",53,"New York","No",10,93.947
"Female",63,"Other","Yes",6,46.678
"Female",54,"California","No",7,82.66
"Male",37,"New York","No",8,79.754
"Female",51,"Florida","No",8,71.016
"Female",57,"New York","No",12,94.069
"Female",45,"Other","No",11,74.465
"Male",63,"California","Yes",0,55.688
"Female",58,"New York","No",11,92.59
"Female",47,"California","No",8,82.03
"Male",59,"California","No",7,78.812
"Male",34,"Texas","Yes",5,50.172
"Female",40,"Other","No",11,72.831
"Male",50,"New York","No",12,95.084
"Male",61,"Texas","Yes",7,54.843
"Female",46,"California","No",9,83.22
"Male",44,"Illinois","Yes",8,55.245
"Male",55,"Texas","No",10,78.128
"Male",33,"Texas","No",9,68.444
"Female",52,"California","Yes",3,64.578
"Female",47,"California","No",9,82.636
"Male",46,"Florida","No",9,75.004
"Female",54,"California","No",9,96.015
"Female",52,"Florida","No",11,85.029
"Female",54,"New York","No",11,93.108
"Male",45,"Florida","No",11,78.418
"Female",67,"Other","Yes",9,59.401
"Female",55,"Other","No",17,105.014
"Male",47,"California","No",7,80.97
"Female",58,"Other","No",9,68.989
"Female",53,"Texas","No",13,88.925
"Female",65,"Other","No",12,79.561
"Male",70,"Texas","No",11,83.766
"Female",55,"Florida","Yes",3,47.64
"Female",59,"Other","Yes",6,44.979
"Male",43,"Other","No",8,59.82
"Male",42,"California","No",4,69.984
"Male",60,"New York","No",11,96.213
"Male",37,"Other","No",12,72.321
"Male",55,"Texas","No",13,85.705
"Male",39,"New York","No",11,90.578
"Male",58,"Other","No",9,67.644
"Male",56,"California","No",6,74.837
"Female",47,"Other","No",11,73.503
"Male",57,"California","No",6,73.024
"Male",59,"Illinois","No",10,87.907
"Male",54,"Other","No",15,86.811
"Male",43,"Other","No",14,85.046
"Male",60,"California","No",6,75.79
"Female",35,"Other","No",11,67.417
"Male",70,"Florida","Yes",4,48.732
"Male",70,"Other","No",12,75.23
"Male",54,"New York","No",11,96.336
"Female",49,"New York","No",7,76.829
"Female",47,"New York","No",9,84.703
"Female",54,"Other","No",11,79.329
"Male",63,"California","No",6,76.032
"Male",54,"Other","No",13,84.301
"Male",41,"California","No",4,65.029
"Male",42,"Other","Yes",6,45.633
"Male",73,"Florida","No",8,68.279
"Female",55,"Florida","No",9,74.385
"Female",51,"Texas","No",8,80.356
"Male",49,"California","Yes",1,57.657
"Female",25,"Other","No",10,58.891
"Male",60,"California","No",10,91.353
"Female",46,"Other","Yes",8,54.301
"Female",40,"California","No",6,73.308
"Male",49,"Other","No",10,70.376
"Female",42,"Texas","No",7,69.472
"Female",50,"Other","No",11,74.537
"Male",75,"Other","No",12,75.972
"Male",46,"Other","Yes",6,42.074
"Male",44,"California","No",8,83.473
"Male",44,"Other","No",11,77.345
"Female",70,"New York","No",10,88.959
"Female",43,"Other","No",13,80.196
"Male",39,"California","No",8,80.146
"Female",64,"New York","No",13,102.597
"Male",58,"California","No",9,88.471
"Male",58,"California","No",6,78.005
"Male",36,"Other","No",11,67.227
"Male",61,"Other","No",12,80.157
"Male",54,"Other","Yes",8,47.687
"Male",39,"New York","No",10,84.438
"Female",50,"Other","Yes",4,39.981
"Male",62,"California","No",10,87.647
"Female",40,"Other","No",13,79.217
"Male",51,"New York","Yes",10,72.264
"Male",58,"Other","Yes",7,51.014
"Male",53,"California","No",8,84.498
"Male",52,"Other","No",14,90.385
"Male",28,"Texas","Yes",8,45.666
"Male",60,"Texas","No",10,75.215
"Male",57,"California","Yes",2,59.946
"Male",44,"Other","No",10,74.934
"Male",67,"California","No",8,79.565
"Male",56,"Other","No",14,84.647
"Female",54,"Other","No",8,66.979
"Female",53,"California","No",5,70.905
"Male",54,"Other","No",11,76.583
"Female",62,"Other","No",11,75.007
"Male",53,"Other","No",12,79.173
"Male",67,"New York","No",9,84.352
"Male",44,"California","Yes",1,52.382
"Male",34,"California","No",9,87.661
"Female",40,"Other","No",8,59.353
"Female",51,"Texas","No",8,70.522
"Male",48,"California","No",9,85.885
"Female",58,"California","Yes",2,58.511
"Female",61,"Illinois","Yes",10,63.49
"Male",55,"Other","Yes",7,52.645
"Female",49,"Florida","No",11,80.196
"Female",66,"California","No",7,78.154
"Male",39,"Texas","No",9,67.508
"Female",51,"Other","No",14,86.726
"Female",53,"California","No",7,79.163
"Male",62,"California","No",8,81.642
"Female",55,"Other","No",13,81.306
"Male",41,"Florida","No",12,86.159
"Male",49,"Other","No",8,63.286
"Female",52,"Other","No",12,76.358
"Male",59,"Texas","No",10,74.834
"Female",61,"Other","No",13,82.296
"Female",58,"Other","No",11,74.01
"Female",51,"Other","Yes",7,46.576
"Male",51,"Other","No",12,75.836
"Female",45,"California","No",6,73.615
"Female",65,"Florida","No",11,81.265
"Female",52,"Other","Yes",2,41.588
"Male",42,"California","No",7,77.218
"Female",66,"Florida","No",14,120.066
"Male",63,"California","No",7,80.494
"Male",54,"Other","No",10,71.058
"Male",55,"Other","No",10,69.59
"Female",43,"New York","No",15,100.908
"Female",52,"Illinois","No",11,91.5
"Male",43,"California","No",9,83.408
"Male",48,"Other","No",12,84.399
"Male",29,"Other","No",12,68.381
"Male",43,"New York","No",10,85.042
"Female",61,"Texas","No",10,78.949
"Male",54,"Other","No",11,75.255
"Female",49,"Florida","No",9,73.557
"Male",43,"Other","No",10,69.545
"Female",54,"Other","No",10,74.712
"Female",48,"New York","No",11,100.589
"Male",44,"Other","No",10,68.733
"Female",51,"Texas","No",13,83.987
"Male",49,"Other","No",9,68.251
"Female",56,"Other","No",13,109.111
"Female",68,"Texas","No",10,76.331
"Male",55,"Other","No",11,74.335
"Female",46,"Other","No",12,74.113
"Male",46,"Texas","No",9,74.222
"Female",49,"Other","Yes",7,44.594
"Female",56,"Other","No",10,69.711
"Male",34,"California","No",6,68.472
"Female",48,"California","No",5,70.888
"Male",40,"Other","No",13,76.466
"Female",42,"California","No",7,81.731
"Female",60,"Other","Yes",8,49.008
"Female",51,"Other","No",12,79.256
"Male",40,"Florida","No",12,80.901
"Male",46,"Texas","No",9,69.445
"Female",64,"Texas","Yes",6,51.967
"Female",54,"California","No",7,77.071
"Male",41,"Other","No",12,74.406
"Female",42,"New York","Yes",5,59.868
"Male",56,"California","No",9,90.94
"Female",56,"California","No",8,83.015
"Female",49,"California","No",6,76.148
"Male",48,"New York","No",11,92.084
"Female",51,"California","No",7,77.314
"Female",45,"Other","No",15,95.711
"Female",54,"New York","Yes",6,73.24
"Female",52,"Florida","No",14,93.559
"Male",55,"Other","Yes",6,45.503
"Female",45,"Other","No",10,69.219
"Male",57,"California","No",7,80.781
"Male",70,"Florida","No",14,89.818
"Male",62,"California","No",8,81.508
"Male",43,"New York","No",13,99.598
"Male",46,"Other","No",13,78.352
"Female",59,"Texas","No",13,85.865
"Female",50,"Other","No",11,74.198
"Female",63,"Other","Yes",12,58.563
"Female",56,"Other","No",10,70.506
"Male",50,"Florida","Yes",5,54.06
"Male",57,"New York","No",13,101.026
"Female",69,"Texas","No",9,70.513
"Female",51,"Other","No",11,75.949
"Female",62,"Illinois","No",12,88.391
"Male",58,"Florida","No",13,90.864
"Female",69,"Illinois","No",10,79.05
"Male",63,"California","No",4,73.148
"Male",67,"Other","Yes",8,49.213
"Male",61,"California","No",7,79.226
"Male",61,"New York","No",9,84.27
"Female",70,"California","No",7,90.322
"Male",39,"Other","No",11,68.975
"Female",48,"California","No",5,69.309
"Male",54,"Other","Yes",7,50.22
"Female",59,"Florida","Yes",6,58.263
"Female",55,"Other","No",11,81.422
"Female",33,"New York","No",9,83.862
"Male",38,"Other","Yes",10,49.564
"Female",38,"Florida","Yes",10,59.668
"Female",36,"California","No",8,89.661
"Female",53,"New York","No",8,79.76
"Male",43,"Other","Yes",7,45.243
"Male",33,"Other","Yes",7,40.278
"Female",52,"Texas","No",11,78.721
"Male",42,"California","No",5,70.519
"Female",53,"California","Yes",4,61.913
"Female",49,"California","No",8,80.215
"Female",51,"Florida","No",11,81.734
"Male",63,"Other","No",9,66.978
"Male",63,"Other","Yes",6,47.557
"Male",61,"New York","No",7,82.779
"Female",70,"Texas","No",15,94.613
"Male",56,"Other","No",9,66.622
"Female",51,"Other","No",11,80.725
"Male",50,"Other","No",8,76.675
"Male",39,"Other","No",12,74.312
"Female",61,"Texas","No",12,85.478
"Female",57,"California","No",8,80.412
"Male",62,"Texas","Yes",5,48.03
"Female",44,"New York","No",12,96.815
"Female",52,"California","Yes",4,62.599
"Male",49,"California","No",5,71.767
"Male",46,"Other","No",9,64.848
"Male",47,"Other","No",9,67.287
"Female",45,"Other","No",10,67.611
"Female",60,"New York","No",13,100.446
"Female",59,"New York","Yes",8,66.588
"Female",50,"Other","No",12,86.755
"Female",52,"Other","No",12,77.591
"Female",56,"Illinois","Yes",5,53.61
"Female",46,"Other","No",10,68.256
"Female",46,"Texas","No",12,82.22
"Female",59,"Florida","No",14,95.22
"Male",46,"Other","No",13,85.723
"Female",60,"California","No",7,80.236
"Male",72,"Other","No",9,65.267
"Female",46,"Texas","No",10,79.153
"Male",50,"New York","No",10,86.819
"Female",59,"Florida","No",14,93.182
"Male",43,"New York","No",10,92.219
"Female",42,"New York","Yes",6,60.823
"Male",36,"Florida","No",11,76.774
"Female",51,"Texas","No",10,78.516
"Female",57,"Texas","No",12,81.044
"Male",46,"Florida","No",13,90.71
"Male",52,"Other","No",8,65.84
"Female",56,"California","No",9,88.513
"Female",61,"Other","No",11,86.781
"Male",50,"New York","No",15,111.991
"Female",71,"Other","No",9,65.177
"Female",45,"Other","No",11,77.738
"Male",54,"Other","No",12,79.898
"Male",49,"Other","No",10,70.447
"Male",76,"Florida","No",10,79.209
"Male",46,"Other","Yes",3,39.191
"Male",54,"Other","No",11,72.687
"Male",53,"Texas","Yes",5,56.77
"Female",50,"California","No",5,68.865
"Female",63,"Other","No",10,73.318
"Male",42,"Other","No",8,62.173
"Female",45,"Florida","No",10,78.189
"Female",47,"California","No",3,62.753
"Female",70,"California","No",6,73.042
"Female",66,"Florida","No",9,78.607
"Female",59,"New York","No",10,88.079
"Male",63,"California","No",7,80.527
"Female",52,"Other","No",12,76.407
"Female",54,"Texas","No",13,89.758
"Female",43,"Florida","No",11,89.275
"Female",50,"Other","No",14,82.308
"Male",53,"New York","No",11,97.671
"Female",63,"Other","No",13,79.809
"Male",57,"Florida","No",11,85.533
"Male",44,"Illinois","No",13,89.684
"Male",49,"New York","No",14,109.11
"Male",59,"Other","No",9,66.589
"Female",54,"Texas","No",13,88.619
"Male",54,"Florida","No",10,76.595
"Male",58,"Other","No",12,83.217
"Male",61,"California","No",7,80.459
"Female",34,"New York","No",11,90.119
"Male",54,"Florida","Yes",7,53.776
"Male",61,"Other","Yes",5,43.891
"Female",41,"Florida","No",11,78.79
"Female",64,"Florida","No",13,92.658
"Female",45,"Other","Yes",8,46.305
"Male",52,"Other","No",8,64.202
"Female",61,"Texas","Yes",8,54.225
"Male",38,"Other","No",11,71.24
"Female",54,"California","No",8,81.96
"Male",62,"Other","No",13,80.565
"Male",56,"California","No",5,70.017
"Male",71,"Florida","No",9,77.06
"Female",49,"California","No",8,83.649
"Female",36,"California","Yes",5,56.998
"Female",33,"Other","No",11,67.022
"Male",48,"Other","No",11,73.939
"Female",46,"California","No",8,79.246
"Male",54,"California","No",4,69.83
"Male",63,"New York","No",12,96.686
"Male",43,"New York","No",9,83.046
"Male",53,"Other","No",10,71.482
"Female",58,"Texas","No",9,71.177
"Female",57,"Other","No",12,81.369
"Female",48,"California","No",7,74.831
"Male",65,"Florida","No",11,90.018
"Female",55,"Other","No",10,73.038
"Male",59,"California","Yes",1,56.983
"Male",60,"Other","No",14,89.871
"Male",57,"California","Yes",0,51.66
"Female",45,"New York","No",13,96.798
"Female",38,"California","No",8,79.805
"Male",51,"Texas","No",13,92.066
"Female",50,"Texas","No",12,82.224
"Female",52,"Texas","No",9,77.267
"Male",52,"California","No",10,88.656
"Female",59,"Texas","Yes",5,48.08
"Female",53,"New York","No",12,96.716
"Female",46,"Texas","No",12,82.243
"Male",42,"Other","No",8,61.195
"Male",61,"Illinois","Yes",4,54.616
"Female",51,"Other","No",10,71.339
"Female",69,"Texas","No",12,81.313
"Male",66,"Other","No",11,85.543
"Male",53,"Other","No",12,78.082
"Male",38,"Texas","No",11,76.224
"Female",52,"California","Yes",3,59.356
"Male",49,"California","No",10,87.428
"Female",63,"Other","Yes",8,50.174
"Male",63,"Other","No",12,81.307
"Male",47,"California","No",7,82.312
"Female",53,"California","No",7,81.56
"Female",49,"Other","No",9,74.191
"Male",54,"Other","Yes",6,45.932
"Male",52,"California","Yes",4,58.846
"Male",49,"Other","Yes",9,52.15
"Male",42,"Florida","No",9,81.397
"Male",54,"Other","No",14,82.643
"Female",74,"Florida","No",12,85.909
"Female",55,"Other","No",14,86.54
"Female",72,"Florida","No",11,81.389
"Female",53,"California","No",7,85.296
"Male",42,"Florida","No",10,74.07
"Male",55,"New York","No",6,75.544
"Male",60,"Other","No",13,84.698
"Male",51,"California","No",7,81.422
"Female",47,"California","No",9,89.161
"Female",41,"Florida","No",8,75.53
"Female",49,"Other","No",13,79.282
"Female",56,"Other","Yes",7,49.582
"Female",50,"California","No",7,89.083
"Female",57,"Other","No",9,67.426
"Female",52,"New York","No",11,91.94
"Female",59,"Other","Yes",5,43.211
"Female",57,"Other","No",12,78.505
"Male",42,"California","Yes",1,51.862
"Female",45,"Texas","No",11,77.539
"Male",53,"Other","No",8,73.438
"Female",51,"California","Yes",1,53.986
"Male",49,"Florida","No",12,90.912
"Female",50,"California","No",7,79.684
"Female",58,"Texas","No",12,85.613
"Female",57,"Other","No",11,74.592
"Male",59,"Florida","No",10,79.27
"Male",46,"California","No",8,79.845
"Male",50,"Other","Yes",4,46.252
"Male",55,"Texas","No",7,77.035
"Male",51,"Other","Yes",7,52.153
"Male",56,"Texas","Yes",1,41.301
"Female",61,"Texas","No",13,86.157
"Female",41,"Other","No",11,75.866
"Female",61,"New York","Yes",6,70.042
"Female",43,"Other","Yes",9,53.707
"Female",61,"California","No",9,86.508
"Male",58,"Florida","Yes",5,52.889
"Female",47,"California","No",4,68.245
"Female",55,"Other","No",11,73.816
"Male",61,"Texas","Yes",9,56.384
"Female",48,"Other","No",14,83.446
"Male",55,"New York","No",11,93.304
"Male",49,"California","No",9,84.603
"Female",53,"Other","No",10,82.189
"Male",53,"Other","No",8,65.812
"Male",71,"California","No",8,85.317
"Female",45,"California","No",8,88.279
"Male",64,"New York","No",6,73.759
"Male",47,"California","No",4,72.847
"Male",55,"Other","No",10,75.176
"Male",36,"California","No",11,91.614
"Female",56,"California","Yes",2,54.76
"Male",49,"Other","No",13,85.993
"Female",53,"Other","No",11,72.724
"Female",51,"Illinois","No",13,89.013
"Female",55,"New York","No",15,106.79
"Male",56,"Other","Yes",4,41.755
"Male",58,"California","No",10,87.85
"Female",64,"Texas","No",10,73.728
"Male",53,"Other","No",12,77.56
"Female",46,"California","No",6,75.818
"Female",47,"Other","No",9,64.44
"Male",54,"California","No",9,84.097
"Male",62,"Other","No",12,77.925
"Female",48,"Texas","No",14,95.01
"Male",72,"Other","No",14,82.282
"Male",63,"Other","No",10,69.793
"Female",54,"New York","Yes",6,64.466
"Male",46,"New York","No",8,81.618
"Female",48,"Other","No",11,72.651
"Male",56,"California","No",9,84.533
"Male",62,"Florida","No",12,84.216
"Female",49,"California","No",8,78.656
"Male",64,"Other","No",8,65.743
"Male",64,"Other","No",10,76.928
"Female",33,"Florida","No",9,75.434
"Male",60,"Texas","Yes",5,49.978
"Female",66,"California","Yes",5,60.867
"Female",63,"California","No",8,82.471
"Male",38,"Other","No",13,76.929
"Male",51,"Florida","No",10,89.484
"Female",45,"Texas","Yes",6,59.559
"Male",63,"New York","No",12,94.698
"Female",63,"Other","No",12,82.285
"Male",43,"Florida","No",10,78.804
"Male",50,"California","Yes",0,51.992
"Male",69,"Texas","No",14,93.603
"Male",57,"Other","No",10,70.613
"Female",52,"Texas","No",15,106.876
"Male",59,"Illinois","No",14,93.882
"Male",62,"Other","Yes",1,55.115
"Male",53,"Florida","No",14,92.715
"Male",62,"Other","No",10,69.935
"Female",57,"Other","No",9,69.968
"Male",56,"California","No",7,85.595
"Female",73,"Other","No",12,85.083
"Male",38,"Florida","Yes",7,51.373
"Male",57,"New York","Yes",5,61.068
"Female",39,"Florida","No",11,81.898
"Male",48,"Florida","No",12,94.316
"Male",42,"California","No",7,80.55
"Male",50,"Other","No",11,77.317
"Female",52,"Florida","No",12,86.376
"Male",63,"New York","Yes",7,68.259
"Male",51,"Florida","No",12,85.601
"Female",43,"Other","No",8,58.853
"Male",36,"Other","No",12,70.719
"Male",43,"Texas","No",11,76.428
"Male",59,"California","No",9,84.568
"Female",42,"Other","No",10,71.277
"Female",72,"California","No",4,67.312
"Male",65,"California","No",8,81.894
"Female",48,"Other","No",13,83.813
"Female",52,"Other","No",12,77.933
"Female",44,"California","No",5,75.867
"Female",52,"Other","No",8,61.816
"Female",40,"New York","No",13,106.017
"Female",59,"Other","No",12,85.113
"Male",76,"New York","No",11,97.539
"Male",63,"Illinois","No",11,90.978
"Female",42,"Florida","No",11,80.178
"Male",59,"Florida","No",13,88.575
"Male",46,"New York","Yes",4,65.981
"Male",64,"Other","Yes",9,51.303
"Female",60,"California","Yes",2,59.494
"Male",45,"Other","No",12,74.909
"Male",62,"Florida","Yes",8,58.785
"Male",60,"Other","No",10,69.378
"Male",63,"Other","No",9,66.499
"Female",45,"Other","Yes",7,44.89
"Female",49,"New York","No",12,95.408
"Male",56,"Other","No",13,79.48
"Male",44,"Other","No",11,70.017
"Male",51,"New York","No",12,96.065
"Female",67,"California","No",8,81.553
"Male",30,"Other","Yes",7,37.283
"Male",34,"Florida","No",11,74.939
"Male",58,"Florida","Yes",5,52.56
"Male",64,"Florida","No",9,77.908
"Male",67,"Texas","Yes",6,50.855
"Male",45,"California","No",5,69.832
"Male",57,"Other","Yes",5,43.744
"Female",64,"California","Yes",1,56.228
"Female",52,"Florida","Yes",10,67.3
"Male",50,"Other","Yes",6,43.58
"Female",40,"Texas","No",11,74.895
"Female",61,"Other","No",13,80.834
"Female",34,"New York","Yes",6,61.638
"Female",57,"Florida","No",14,90.619
"Female",59,"Other","No",9,67.202
"Male",59,"Florida","Yes",7,62.682
"Male",60,"Texas","No",13,86.901
"Female",55,"California","No",7,79.925
"Female",61,"Texas","No",9,74.515
"Male",58,"Other","No",13,80.038
"Female",58,"Other","No",11,80.96
"Female",59,"Texas","No",12,81.767
"Male",65,"Texas","No",10,75.613
"Female",49,"Florida","Yes",5,48.419
"Male",43,"Other","No",13,80.988
"Female",44,"Florida","No",12,86.635
"Male",43,"New York","No",10,93.855
"Male",66,"Other","No",11,79.513
"Female",66,"California","No",6,77.93
"Male",55,"Other","No",11,74.888
"Male",50,"Other","Yes",9,50.568
"Male",55,"New York","No",11,91.356
"Male",31,"California","No",7,70.003
"Male",37,"California","No",6,72.149
"Male",64,"New York","No",8,92.03
"Female",53,"Other","No",9,68.087
"Female",53,"Other","No",13,81.507
"Male",41,"California","No",6,72.167
"Male",45,"Texas","No",9,69.943
"Male",45,"Other","Yes",6,42.601
"Female",59,"Other","No",12,79.762
"Male",58,"Other","No",10,74.988
"Female",64,"Other","Yes",6,50.114
"Female",42,"California","Yes",7,63.329
"Male",38,"Illinois","Yes",5,55.116
"Male",58,"California","No",6,76.769
"Female",35,"Illinois","No",13,85.765
"Male",54,"Other","No",15,86.135
"Male",54,"Other","No",11,81.243
"Female",62,"Other","No",11,75.508
"Female",47,"Other","Yes",3,41.245
"Male",41,"Other","Yes",9,50.005
"Male",43,"Other","No",11,88.563
"Female",48,"New York","No",9,84.761
"Female",45,"Florida","No",13,88.154
"Female",54,"Other","No",11,76.73
"Male",53,"Illinois","No",13,91.254
"Female",57,"California","No",9,90.159
"Female",32,"Other","No",10,64.639
"Male",71,"Florida","No",7,65.078
"Female",54,"Other","No",12,81.409
"Male",43,"Other","Yes",6,43.941
"Female",51,"New York","No",10,96.188
"Male",56,"Other","No",9,88.501
"Female",63,"Other","Yes",5,48.949
"Female",53,"Other","No",11,75.03
"Female",52,"Florida","No",12,84.096
"Male",50,"Florida","No",10,82.509
"Female",48,"New York","No",10,87.664
"Female",49,"California","No",4,65.782
"Male",33,"Other","No",14,79.401
"Female",50,"California","No",8,81.911
"Male",56,"California","No",4,67.34
"Male",53,"California","No",10,89.033
"Male",40,"California","No",4,65.434
"Female",46,"Florida","No",11,81.425
"Male",33,"Florida","No",10,78.816
"Female",58,"New York","No",11,96.604
"Female",50,"Texas","No",10,80.344
"Male",48,"Other","No",9,69.752
"Female",34,"Other","No",13,80.282
"Female",48,"Illinois","No",13,90.525
"Male",58,"California","No",8,90.258
"Male",44,"Other","No",12,79.496
"Male",42,"California","No",5,68.404
"Female",55,"Other","Yes",6,44.245
"Female",38,"California","No",6,76.905
"Female",42,"California","No",6,70.082
"Female",57,"Texas","No",11,84.589
"Male",59,"Other","No",9,66.983
"Female",46,"New York","No",14,110.936
"Male",57,"Texas","No",12,82.935
"Male",53,"Florida","No",11,81.425
"Male",58,"Florida","No",11,86.55
"Female",47,"Other","No",14,85.211
"Male",61,"California","No",9,85.886
"Female",73,"Other","No",11,71.451
"Female",43,"Other","No",12,72.786
"Female",56,"Other","No",11,73.873
"Male",58,"Florida","No",11,88.225
"Male",46,"Other","Yes",6,46.859
"Male",57,"New York","No",11,92.663
"Male",54,"California","Yes",3,61.541
"Female",42,"Texas","Yes",5,44.203
"Male",53,"Texas","Yes",7,54.834
"Female",52,"Other","No",10,69.932
"Male",52,"Other","No",15,90.533
"Female",41,"California","No",7,83.989
"Female",45,"Other","No",11,72.55
"Female",54,"California","No",10,87.486
"Female",67,"Other","No",12,85.974
"Female",48,"California","Yes",2,56.378
"Female",65,"California","No",11,97.563
"Female",33,"California","No",5,63.82
"Female",57,"Florida","Yes",6,60.478
"Male",54,"California","No",9,89.699
"Male",41,"California","Yes",1,55.296
"Female",70,"Florida","No",12,85.661
"Male",40,"California","No",4,64.963
"Male",55,"California","Yes",4,62.473
"Male",42,"California","No",8,78.343
"Female",60,"Other","No",8,62.725
"Male",62,"New York","No",9,90.05
"Female",73,"Other","No",12,75.151
"Female",51,"Florida","No",11,81.825
"Male",67,"Other","No",11,84.101
"Female",59,"Other","No",15,88.23
"Male",51,"Other","No",9,71.033
"Male",47,"Texas","No",11,77.654
"Female",47,"Other","No",13,89.787
"Male",39,"Other","No",10,64.48
"Male",49,"Other","Yes",10,52.973
"Male",59,"Texas","No",9,74.002
"Male",62,"California","No",6,97.286
"Male",48,"Texas","No",10,74.959
"Female",39,"Other","No",10,64.508
"Female",48,"Other","No",10,68.257
"Female",62,"New York","Yes",7,66.091
"Female",56,"Other","No",10,72.257
"Male",53,"New York","No",11,89.868
"Female",46,"California","No",7,76.592
"Male",48,"California","No",7,77.228
"Female",47,"Texas","No",12,90.715
"Male",61,"New York","No",11,100.439
"Male",56,"Illinois","No",9,75.413
"Female",51,"New York","No",11,92.841
"Female",48,"California","No",4,68.693
"Female",42,"Other","No",13,77.196
"Female",48,"Other","Yes",6,43.661
"Male",50,"California","Yes",2,55.083
"Female",54,"Florida","No",9,74.963
"Female",55,"Florida","No",7,71.611
"Male",54,"Texas","No",12,82.94
"Female",51,"California","Yes",0,49.308
"Female",48,"California","No",4,66.481
"Male",55,"Florida","No",9,76.099
"Female",51,"Florida","No",10,82.672
"Female",49,"Texas","Yes",8,58.223
"Male",45,"Other","No",11,99.623
"Female",56,"Other","No",11,74.278
"Female",36,"Other","Yes",7,46.363
"Male",65,"California","No",12,113.587
"Female",42,"Other","No",11,79.534
"Female",53,"Other","No",11,76.378
"Male",36,"California","No",7,71.61
"Female",57,"Other","No",14,87.429
"Female",52,"Other","No",11,72.431
"Male",53,"Other","No",11,78.629
"Male",46,"California","Yes",1,50.195
"Male",54,"Other","No",10,70.456
"Female",44,"Other","Yes",6,45.653
"Male",36,"Other","No",11,68.527
"Male",51,"California","Yes",3,62.586
"Male",64,"California","No",6,75.663
"Female",42,"Other","Yes",8,48.528
"Male",59,"Other","No",12,82.124
"Female",43,"Illinois","No",9,75.597
"Male",59,"Other","No",9,86.304
"Male",46,"Texas","No",10,77.58
"Male",56,"Other","No",11,75.465
"Female",62,"Florida","No",10,78.5
"Male",56,"Other","No",9,71.614
"Male",49,"Texas","Yes",7,57.821
"Male",62,"California","Yes",1,63.338
"Male",53,"California","No",9,86.845
"Male",53,"Illinois","No",13,91.423
"Female",45,"Other","Yes",6,49.626
"Female",68,"Florida","Yes",6,52.633
"Male",74,"Texas","Yes",7,49.717
"Male",38,"Florida","No",10,79.737
"Male",52,"Illinois","No",12,90.384
"Female",60,"California","No",5,70.653
"Male",55,"Texas","No",11,84.04
"Male",52,"California","No",7,79.366
"Male",52,"Other","No",11,75.458
"Male",56,"California","No",7,76.624
"Male",65,"New York","No",10,88.702
"Male",44,"Other","Yes",8,46.907
"Male",33,"Other","No",11,70.682
"Female",45,"Other","Yes",8,48.646
"Female",55,"California","No",8,82.625
"Female",48,"Other","No",12,75.786
"Female",58,"Texas","No",11,78.054
"Male",47,"Texas","Yes",6,52.663
"Male",67,"Other","Yes",3,61.73
"Male",45,"Florida","Yes",5,53.368
"Female",77,"Other","No",8,60.9
"Male",56,"Other","No",13,84.753
"Female",37,"California","No",8,76.217
"Female",53,"Other","No",13,80.929
"Male",46,"Other","No",11,73.53
"Female",55,"California","Yes",0,56.703
"Female",54,"Other","No",9,66.734
"Female",43,"California","No",8,82.118
"Female",57,"Other","No",13,84.22
"Female",64,"California","Yes",4,60.855
"Male",46,"California","No",8,82.893
"Male",34,"Other","No",13,72.722
"Female",59,"California","No",8,81.441
